"model","logloss"
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary",0.163829323644565
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + sex + apoe_ternary",0.168061885908937
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary",0.165344012478164
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary",0.164422025157294
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_ternary",0.17579115300995
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.173153438940306
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.172303182135645
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.175079214348535
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary",0.166719114505827
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary",0.165905180630519
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary",0.163937807322774
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + time_diff + sex + apoe_ternary",0.169584130621423
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary",0.167366042233292
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary",0.166815981408062
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_ternary",0.171264557743999
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.168870585523624
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.168155100673902
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.174553278019214
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.170453018565793
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.16802944764831
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.167202676029983
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.169103940998631
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.174644584869633
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary",0.260261961459303
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary",0.259950109079988
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary",0.259192552791718
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary",0.268351089729939
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary",0.266953037010803
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary",0.268644180946559
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary",0.276341141708591
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.275782218466411
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.276591088633979
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.286840511979132
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.269578540456486
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.269496140932405
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.269655285557773
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.272496661007971
"amyloid_binary ~ ptau231 + ptau181 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.282912300278419
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.2743589887991
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.273254323877957
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.273408773545484
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.280879271953084
"amyloid_binary ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.284651358805542
"amyloid_binary ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.276242452080175
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary",0.166261271936549
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary",0.165312728217645
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary",0.16293098856356
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary",0.169981781625611
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary",0.167559067795415
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary",0.16709827700682
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary",0.170647887230139
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.167749460677336
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.166967535301794
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.173721513705425
"amyloid_binary ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.174379953450824
"amyloid_binary ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.171860375794536
"amyloid_binary ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.170854815463626
"amyloid_binary ~ ptau231 + pTau217 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.172296733102899
"amyloid_binary ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.177607106963809
"amyloid_binary ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.17383632509798
"amyloid_binary ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.171742623258066
"amyloid_binary ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.170938788577937
"amyloid_binary ~ ptau231 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.174374516621662
"amyloid_binary ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.174209006657608
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.174821743528645
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.260604485938463
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.259560342852364
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.259828278292383
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.268095287272575
"amyloid_binary ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.277867858400499
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.270436953580559
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.274883955207285
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary",0.161599539447807
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary",0.160648628975763
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary",0.158000830782131
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary",0.165089415953346
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary",0.162447175441497
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary",0.161880320722006
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary",0.168443156166241
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.165415091687955
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.164716574232394
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.171549773445976
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.1683843670856
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.165603823550878
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.164614316243773
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.166188349964509
"amyloid_binary ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.173891986972206
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.169219729206193
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.166948439370317
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.166275485264812
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.169247254222354
"amyloid_binary ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.170989448591148
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.168939295474279
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.275743435312895
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.274896412134284
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.275661273669838
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.280941986487561
"amyloid_binary ~ ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.289791008053352
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.27982584064777
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.287058212347022
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.166617696714074
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.164106270145097
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.162997761051135
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.167731797046719
"amyloid_binary ~ pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.168271028402698
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.172122151853137
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.171736833806189
"amyloid_binary ~ GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.303036755639737
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary",0.161372682133729
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary",0.160311347518876
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary",0.157952511286996
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary",0.16566460724412
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary",0.163301269765434
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary",0.162872863530953
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary",0.16793735505392
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.165284166391086
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.164410367665713
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.172575504991585
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.17035115853426
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.167777371652653
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.166693523177578
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.168317438483674
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.176083987134449
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.169758230466619
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.167750709614509
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.166989884095116
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.170495188413969
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.171729612697595
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.170991693764092
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.262184849633556
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.261465439074595
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.261590380436481
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.269418307696175
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.278380253662203
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.272161346471357
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.276070929284105
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.169143866946718
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.16676373384922
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.165793252868942
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.17063047504443
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.170595536525004
"amyloid_binary ~ ptau231 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.174660447810009
"amyloid_binary ~ ptau231 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.17470551224939
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.262048832192916
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.164387738606067
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.161793894771916
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.160843898685124
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.165477360399407
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.168169355769514
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.168415787552969
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.169847047148885
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.277247856187112
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.166921461784126
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary",0.164423283564371
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary",0.162095186856046
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary",0.161050592049704
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.166587470978031
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.168260528114383
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.170787509130267
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.170896557397593
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.26401018478153
"amyloid_binary ~ ptau231 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.169779476625023
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.164766698920217
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary",0.16536752074183
"amyloid_binary ~ ptau231 + apoe_binary",0.300233958828475
"amyloid_binary ~ ptau181 + apoe_binary",0.305640572521686
"amyloid_binary ~ pTau217 + apoe_binary",0.169717433408605
"amyloid_binary ~ GFAP + apoe_binary",0.353810000955191
"amyloid_binary ~ NFL + apoe_binary",0.378439054444583
"amyloid_binary ~ Ab_ratio + apoe_binary",0.338613366268076
"amyloid_binary ~ ptau231 + ptau181 + apoe_binary",0.29349095651935
"amyloid_binary ~ ptau231 + pTau217 + apoe_binary",0.172248781560648
"amyloid_binary ~ ptau231 + GFAP + apoe_binary",0.292798894283111
"amyloid_binary ~ ptau231 + NFL + apoe_binary",0.300215860244568
"amyloid_binary ~ ptau231 + Ab_ratio + apoe_binary",0.277962615511812
"amyloid_binary ~ ptau231 + age_at_appointment + apoe_binary",0.28467100142979
"amyloid_binary ~ ptau231 + time_diff + apoe_binary",0.298546762129562
"amyloid_binary ~ ptau231 + sex + apoe_binary",0.302483270560285
"amyloid_binary ~ ptau231 + Calculated_Consensus_dx + apoe_binary",0.297014500921879
"amyloid_binary ~ ptau181 + pTau217 + apoe_binary",0.168785435438746
"amyloid_binary ~ ptau181 + GFAP + apoe_binary",0.29773494655656
"amyloid_binary ~ ptau181 + NFL + apoe_binary",0.304797384451183
"amyloid_binary ~ ptau181 + Ab_ratio + apoe_binary",0.289324474785475
"amyloid_binary ~ ptau181 + age_at_appointment + apoe_binary",0.293700830326947
"amyloid_binary ~ ptau181 + time_diff + apoe_binary",0.303307310475654
"amyloid_binary ~ ptau181 + sex + apoe_binary",0.307771041818783
"amyloid_binary ~ ptau181 + Calculated_Consensus_dx + apoe_binary",0.30526315164678
"amyloid_binary ~ pTau217 + GFAP + apoe_binary",0.170104882369365
"amyloid_binary ~ pTau217 + NFL + apoe_binary",0.169946736700292
"amyloid_binary ~ pTau217 + Ab_ratio + apoe_binary",0.165792015889378
"amyloid_binary ~ pTau217 + age_at_appointment + apoe_binary",0.17128442119706
"amyloid_binary ~ pTau217 + time_diff + apoe_binary",0.172398563524185
"amyloid_binary ~ pTau217 + sex + apoe_binary",0.171994423022245
"amyloid_binary ~ pTau217 + Calculated_Consensus_dx + apoe_binary",0.169339161859925
"amyloid_binary ~ GFAP + NFL + apoe_binary",0.355247826972864
"amyloid_binary ~ GFAP + Ab_ratio + apoe_binary",0.309170834740847
"amyloid_binary ~ GFAP + age_at_appointment + apoe_binary",0.333973995146512
"amyloid_binary ~ GFAP + time_diff + apoe_binary",0.352771831441278
"amyloid_binary ~ GFAP + sex + apoe_binary",0.355233804145475
"amyloid_binary ~ GFAP + Calculated_Consensus_dx + apoe_binary",0.349953654454748
"amyloid_binary ~ NFL + Ab_ratio + apoe_binary",0.333957385687076
"amyloid_binary ~ NFL + age_at_appointment + apoe_binary",0.348836806221118
"amyloid_binary ~ NFL + time_diff + apoe_binary",0.378733722043542
"amyloid_binary ~ NFL + sex + apoe_binary",0.38004864031903
"amyloid_binary ~ NFL + Calculated_Consensus_dx + apoe_binary",0.370684079437258
"amyloid_binary ~ Ab_ratio + age_at_appointment + apoe_binary",0.319116765558533
"amyloid_binary ~ Ab_ratio + time_diff + apoe_binary",0.339501981499025
"amyloid_binary ~ Ab_ratio + sex + apoe_binary",0.340732487209248
"amyloid_binary ~ Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.332854589690574
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + apoe_binary",0.169671357915788
